mc	mn	timesig	onset	staff	voice	label
1	1	6/8	0	1	1	.f.i{
2	2	6/8	0	1	1	ii%65
3	3	6/8	0	1	1	V
3	3	6/8	5/8	1	1	V7
4	4	6/8	0	1	1	VI(64)
4	4	6/8	3/8	1	1	VI
4	4	6/8	5/8	1	1	.Ger6
5	5	6/8	0	1	1	V(64)
5	5	6/8	3/8	1	1	V7
6	6	6/8	0	1	1	VI(64)
6	6	6/8	3/8	1	1	VI
6	6	6/8	5/8	1	1	.Ger6
7	7	6/8	0	1	1	V(64)
7	7	6/8	3/8	1	1	V7
8	8	6/8	0	1	1	i(9#74)}
8	8	6/8	3/8	1	1	i
9	9	6/8	0	1	1	III.I64{
9	9	6/8	3/8	1	1	V
10	10	6/8	0	1	1	V
10	10	6/8	3/8	1	1	V(64)
11	11	6/8	0	1	1	IV6
11	11	6/8	1/4	1	1	I64
11	11	6/8	3/8	1	1	V6/V
12	12	6/8	0	1	1	V(64)
12	12	6/8	3/8	1	1	V
13	13	6/8	0	1	1	.Ger6
14	14	6/8	0	1	1	V
15	15	6/8	0	1	1	viio7/V
16	16	6/8	0	1	1	V2
17	17	6/8	0	1	1	I6
17	17	6/8	3/8	1	1	IV
18	18	6/8	0	1	1	V(64)
18	18	6/8	3/8	1	1	V7
19	19	6/8	0	1	1	vi
19	19	6/8	3/8	1	1	IV
20	20	6/8	0	1	1	V(64)
20	20	6/8	3/8	1	1	V7
21	21	6/8	0	1	1	I}
21	21	6/8	1/4	1	1	V65/vi{
21	21	6/8	3/8	1	1	vi
21	21	6/8	5/8	1	1	ii6
22	22	6/8	0	1	1	V(64)
22	22	6/8	1/4	1	1	V7
22	22	6/8	3/8	1	1	I}
22	22	6/8	5/8	1	1	V65/vi{
23	23	6/8	0	1	1	vi
23	23	6/8	1/4	1	1	ii6
23	23	6/8	3/8	1	1	V(64)
23	23	6/8	5/8	1	1	V7
24	24	6/8	0	1	1	I(974)}
24	24	6/8	3/8	1	1	I
25	25	6/8	0	1	1	{
26	26	6/8	0	1	2	iv.#viio2
26	26	6/8	3/8	1	2	#viio43
27	27	6/8	0	1	2	#viio2
27	27	6/8	3/8	1	2	#viio43
28	28	6/8	0	1	2	i6
28	28	6/8	1/8	1	2	#viio6
28	28	6/8	1/4	1	2	i
28	28	6/8	3/8	1	2	V65}
29	29	6/8	0	1	2	i{
29	29	6/8	3/8	1	2	VI6
30	30	6/8	7/16	1	1	v6
30	30	6/8	0	1	2	#viio7
30	30	6/8	3/8	1	2	V6
31	31	6/8	3/8	1	1	viio7/V
31	31	6/8	0	1	2	v.V7
32	32	6/8	0	1	2	V}
33	33	6/8	0	1	1	i{
34	34	6/8	0	1	1	ii%65
35	35	6/8	0	1	1	V
35	35	6/8	5/8	1	1	V7
36	36	6/8	0	1	1	i(4)}
36	36	6/8	3/8	1	1	i.V7
37	37	6/8	0	1	1	i{
38	38	6/8	0	1	1	ii%65
39	39	6/8	0	1	1	V
39	39	6/8	5/8	1	1	V7
40	40	6/8	0	1	1	VI(64)
40	40	6/8	3/8	1	1	VI
40	40	6/8	5/8	1	1	.Ger6
41	41	6/8	0	1	1	V(64)
41	41	6/8	3/8	1	1	V7
42	42	6/8	0	1	1	i(9#74)}
42	42	6/8	3/8	1	1	i
43	43	6/8	0	1	1	i{
43	43	6/8	3/8	1	1	#viio43/iv
44	44	6/8	0	1	1	iv6(#72)
44	44	6/8	3/8	1	1	iv6
44	44	6/8	5/8	1	1	i64
45	45	6/8	0	1	1	.bII6
45	45	6/8	5/8	1	1	viio7/V
46	46	6/8	0	1	1	V(64)
46	46	6/8	3/8	1	1	V
47	47	6/8	0	1	1	.Ger6
48	48	6/8	0	1	1	V
49	49	6/8	0	1	1	viio7/V
50	50	6/8	0	1	1	#viio43
51	51	6/8	0	1	1	i6
51	51	6/8	3/8	1	1	iv
52	52	6/8	0	1	1	V(64)
52	52	6/8	3/8	1	1	V7
53	53	6/8	0	1	1	i6}{
53	53	6/8	3/8	1	1	ii%65
54	54	6/8	0	1	1	V(64)
54	54	6/8	3/8	1	1	#viio65/iv
55	55	6/8	0	1	1	.Ger6
55	55	6/8	3/8	1	1	viio65/V
56	56	6/8	0	1	1	V(64)
56	56	6/8	3/8	1	1	V7
57	57	6/8	0	1	1	i}
57	57	6/8	1/4	1	1	V65/iv{
57	57	6/8	3/8	1	1	iv
57	57	6/8	5/8	1	1	iv
58	58	6/8	0	1	1	V(64)
58	58	6/8	1/4	1	1	V7
58	58	6/8	3/8	1	1	i}
58	58	6/8	5/8	1	1	#viio7/iv{
59	59	6/8	0	1	1	iv
59	59	6/8	1/4	1	1	viio7/V
59	59	6/8	3/8	1	1	V(64)
59	59	6/8	5/8	1	1	V7
60	60	6/8	0	1	1	i(9#74)}
60	60	6/8	3/8	1	1	i
